item_id,original_name,released,category,candidate,reason,original_description
held_miracle_seed,Miracle Seed,True,held,,No equivalent with the same effect in the supplied Cyber Sleuth item reference.,An item to be held by a Pokémon. It is a seed imbued with life force that boosts the power of Grass-type moves.
held_mobile_scarf,Mobile Scarf,True,held,,No equivalent with the same effect in the supplied Cyber Sleuth item reference.,A held item that enables the Pokémon to move through walls.
held_mystic_water,Mystic Water,True,held,,No equivalent with the same effect in the supplied Cyber Sleuth item reference.,An item to be held by a Pokémon. This teardrop-shaped gem boosts the power of Water-type moves.
held_never_melt_ice,Never-Melt Ice,True,held,,No equivalent with the same effect in the supplied Cyber Sleuth item reference.,An item to be held by a Pokémon. It's a piece of ice that repels heat effects and boosts Ice-type moves.
held_pass_scarf,Pass Scarf,True,held,,No equivalent with the same effect in the supplied Cyber Sleuth item reference.,A held item that causes the Pokémon to shrug off damaging moves and pass them on to an adjacent Pokémon.
held_pierce_band,Pierce Band,True,held,,No equivalent with the same effect in the supplied Cyber Sleuth item reference.,A headband that allows the Pokémon's moves and items to hit through multiple targets.
held_pink_bow,Pink Bow,True,held,,No equivalent with the same effect in the supplied Cyber Sleuth item reference.,An item to be held by a Pokémon. It's a cute bow that boosts the power of Fairy-type moves.
held_poison_barb,Poison Barb,True,held,,No equivalent with the same effect in the supplied Cyber Sleuth item reference.,"An item to be held by a Pokémon. This small, poisonous barb boosts the power of Poison-type moves."
held_reunion_cape,Reunion Cape,True,held,,No equivalent with the same effect in the supplied Cyber Sleuth item reference.,A held item that warps the Pokémon to its teammate or leader when attacked.
held_ring_target,Ring Target,True,held,,No equivalent with the same effect in the supplied Cyber Sleuth item reference.,A held item that removes the Pokémon's type immunities. This item sticks when held.
held_sharp_beak,Sharp Beak,True,held,,No equivalent with the same effect in the supplied Cyber Sleuth item reference.,"An item to be held by a Pokémon. It's a long, sharp beak that boosts the power of Flying-type moves."
held_shed_shell,Shed Shell,True,held,,No equivalent with the same effect in the supplied Cyber Sleuth item reference.,"A tough, discarded carapace that prevents the holder from being immobilized."
held_shell_bell,Shell Bell,True,held,,No equivalent with the same effect in the supplied Cyber Sleuth item reference.,A held item that restores a little HP to the holder every time it inflicts damage on others.
held_silk_scarf,Silk Scarf,True,held,,No equivalent with the same effect in the supplied Cyber Sleuth item reference.,An item to be held by a Pokémon. It's a sumptuous scarf that boosts the power of Normal-type moves.
held_silver_powder,Silver Powder,True,held,,No equivalent with the same effect in the supplied Cyber Sleuth item reference.,"An item to be held by a Pokémon. It is a shiny, silver powder that will boost the power of Bug-type moves."
held_soft_sand,Soft Sand,True,held,,No equivalent with the same effect in the supplied Cyber Sleuth item reference.,"An item to be held by a Pokémon. It is a loose, silky sand that boosts the power of Ground-type moves."
held_spell_tag,Spell Tag,True,held,,No equivalent with the same effect in the supplied Cyber Sleuth item reference.,"An item to be held by a Pokémon. It is a sinister, eerie tag that boosts the power of Ghost-type moves."
held_spooky_plate,Spooky Plate,True,held,,No equivalent with the same effect in the supplied Cyber Sleuth item reference.,An item to be held by a Pokémon. It's a stone tablet that halves the damage of Ghost-type moves.
held_sticky_barb,Sticky Barb,True,held,,No equivalent with the same effect in the supplied Cyber Sleuth item reference.,A held item that damages the holder and sticks when held. It may latch on to Pokémon that make contact with the holder.
held_stone_plate,Stone Plate,True,held,,No equivalent with the same effect in the supplied Cyber Sleuth item reference.,An item to be held by a Pokémon. It's a stone tablet that halves the damage of Rock-type moves.
held_toxic_orb,Toxic Orb,True,held,,No equivalent with the same effect in the supplied Cyber Sleuth item reference.,A bizarre orb that will badly poison the holder. This item sticks when held.
held_toxic_plate,Toxic Plate,True,held,,No equivalent with the same effect in the supplied Cyber Sleuth item reference.,An item to be held by a Pokémon. It's a stone tablet that halves the damage of Poison-type moves.
held_trap_scarf,Trap Scarf,True,held,,No equivalent with the same effect in the supplied Cyber Sleuth item reference.,A held item that prevents the Pokémon from setting off traps.
held_twist_band,Twist Band,True,held,,No equivalent with the same effect in the supplied Cyber Sleuth item reference.,A held item that prevents the Pokémon's Attack and Special Attack from being reduced.
held_twisted_spoon,Twisted Spoon,True,held,,No equivalent with the same effect in the supplied Cyber Sleuth item reference.,An item to be held by a Pokémon. This spoon is imbued with telekinetic power and boosts Psychic-type moves.
held_warp_scarf,Warp Scarf,True,held,,No equivalent with the same effect in the supplied Cyber Sleuth item reference.,A held item that warps the Pokémon to another place on the floor after being attacked.
held_weather_rock,Weather Rock,True,held,,No equivalent with the same effect in the supplied Cyber Sleuth item reference.,An item that increases the duration of weather moves used by the holder.
held_x_ray_specs,X-Ray Specs,True,held,,No equivalent with the same effect in the supplied Cyber Sleuth item reference.,A held item that enables the Pokémon to see enemies through heavy darkness.
herb_mental,Mental Herb,True,herb,,No equivalent with the same effect in the supplied Cyber Sleuth item reference.,"An herb that removes all move-binding effects, and prevents moves from being sealed."
herb_power,Power Herb,True,herb,,No equivalent with the same effect in the supplied Cyber Sleuth item reference.,"An herb that allows the use of two-turn attacks in one turn, and protects against PP-draining effects."
herb_white,White Herb,True,herb,,No equivalent with the same effect in the supplied Cyber Sleuth item reference.,"An herb that removes all stat changes, and prevents them from changing."
key,Key,True,key,,No equivalent with the same effect in the supplied Cyber Sleuth item reference.,A key that unlocks a chest or door inside a dungeon.
key_ancient,Ancient Key,False,key,,No equivalent with the same effect in the supplied Cyber Sleuth item reference.,A key that unlocks an ancient door inside a dungeon.
loot_adamant_orb,Adamant Orb,False,loot,,No equivalent with the same effect in the supplied Cyber Sleuth item reference.,
loot_berserk_gene,Berserk Gene,False,loot,,No equivalent with the same effect in the supplied Cyber Sleuth item reference.,
loot_blue_orb,Blue Orb,False,loot,,No equivalent with the same effect in the supplied Cyber Sleuth item reference.,
loot_gracidea,Gracidea,True,loot,,No equivalent with the same effect in the supplied Cyber Sleuth item reference.,A beautiful flower that blooms in the Secret Garden. It can be used on Shaymin once per floor to cause a Forme change.
loot_griseous_orb,Griseous Orb,True,loot,,No equivalent with the same effect in the supplied Cyber Sleuth item reference.,A glowing orb can be used on Giratina once per floor to cause a Forme change.
loot_heart_scale,Heart Scale,True,loot,,No equivalent with the same effect in the supplied Cyber Sleuth item reference.,"A pretty, heart-shaped scale that is extremely rare. It glows faintly with all of the colors of the rainbow."
loot_jade_orb,Jade Orb,False,loot,,No equivalent with the same effect in the supplied Cyber Sleuth item reference.,
loot_lustrous_orb,Lustrous Orb,False,loot,,No equivalent with the same effect in the supplied Cyber Sleuth item reference.,
loot_meteorite,Meteorite,True,loot,,No equivalent with the same effect in the supplied Cyber Sleuth item reference.,A meteorite that fell from space long ago. It can be used on Deoxys once per floor to cause a Forme change.
loot_music_box,Music Box,True,loot,,No equivalent with the same effect in the supplied Cyber Sleuth item reference.,An enchanting music box that plays a beautiful melody. It is said to draw something special to it when it is kept close by.
loot_mystery_part,Mystery Part,False,loot,,No equivalent with the same effect in the supplied Cyber Sleuth item reference.,"A mysterious mechanical part that has lain undisturbed for eons, veiled by legendary mystery. It is said to have an effect on mysterious distortions."
loot_prison_bottle,Prison Bottle,True,loot,,No equivalent with the same effect in the supplied Cyber Sleuth item reference.,"A bottle believed to have been used to seal away the power of a certain Pokémon long, long ago."
loot_red_orb,Red Orb,False,loot,,No equivalent with the same effect in the supplied Cyber Sleuth item reference.,
loot_secret_slab,Secret Slab,True,loot,,No equivalent with the same effect in the supplied Cyber Sleuth item reference.,An ancient stone slab inscribed with what seems to be prehistoric legend. Its writings change depending on where it's read.
loot_spacetime_globe,Spacetime Globe,False,loot,,No equivalent with the same effect in the supplied Cyber Sleuth item reference.,
lost_item_bug,Gold Berry,True,lost,,No equivalent with the same effect in the supplied Cyber Sleuth item reference.,A peculiar berry once used for medicine. It is loved by Shuckle for making fermented juice.
